;date;n_sick;calls;n_duty;n_sby;sby_need;dafted;demand;n_sick_adj;demand_pred;calls_reg_pred;calls_reg_act_diff;month;year;dayofmonth;weekday;weekofyear;dayofyear;predict_day;season;day;status;randforest_pred;adaboost_pred
292;2017-01-18;50,0;4920,0;1800,0;90,0;0,0;0,0;;53,0;984,0;7496,0;-2576,0;1;2017;18;2;3;18;2016-12-15;1;293;actual;-1155,580229049674;-1275,0176991150443
293;2017-01-19;55,0;4938,0;1800,0;90,0;0,0;0,0;;58,0;988,0;7497,0;-2559,0;1;2017;19;3;3;19;2016-12-15;1;294;actual;-1180,4108085443913;-1291,2958333333333
294;2017-01-20;62,0;6870,0;1800,0;90,0;0,0;0,0;;65,0;1374,0;7499,0;-629,0;1;2017;20;4;3;20;2016-12-15;1;295;actual;-1174,7045521776681;-1319,352380952381
295;2017-01-21;58,0;5592,0;1800,0;90,0;0,0;0,0;;61,0;1119,0;7500,0;-1908,0;1;2017;21;5;3;21;2016-12-15;1;296;actual;-1231,2034361604121;-1655,9187817258883
296;2017-01-22;60,0;6618,0;1800,0;90,0;0,0;0,0;;63,0;1324,0;7502,0;-884,0;1;2017;22;6;3;22;2016-12-15;1;297;actual;-1344,952468960317;-1816,655172413793
297;2017-01-23;65,0;7248,0;1800,0;90,0;0,0;0,0;;69,0;1450,0;7503,0;-255,0;1;2017;23;0;4;23;2016-12-15;1;298;actual;-1035,6805766517357;-1325,527950310559
298;2017-01-24;63,0;5400,0;1800,0;90,0;0,0;0,0;;66,0;1080,0;7505,0;-2105,0;1;2017;24;1;4;24;2016-12-15;1;299;actual;-1556,2701814658012;-1342,3157894736842
299;2017-01-25;57,0;4860,0;1800,0;90,0;0,0;0,0;;60,0;972,0;7506,0;-2646,0;1;2017;25;2;4;25;2016-12-15;1;300;actual;-1735,177763926626;-1325,527950310559
300;2017-01-26;66,0;5196,0;1800,0;90,0;0,0;0,0;;70,0;1040,0;7508,0;-2312,0;1;2017;26;3;4;26;2016-12-15;1;301;actual;-1757,3961956430596;-1431,1454545454546
301;2017-01-27;73,0;6330,0;1800,0;90,0;0,0;0,0;;77,0;1266,0;7509,0;-1179,0;1;2017;27;4;4;27;2016-12-15;1;302;actual;-1608,4272800195465;-1414,4916666666666
302;2017-01-28;62,0;5442,0;1800,0;90,0;0,0;0,0;;65,0;1089,0;7511,0;-2069,0;1;2017;28;5;4;28;2016-12-15;1;303;actual;-1673,2090962258976;-1704,375
303;2017-01-29;64,0;5742,0;1800,0;90,0;0,0;0,0;;68,0;1149,0;7512,0;-1770,0;1;2017;29;6;4;29;2016-12-15;1;304;actual;-1718,3390043454483;-2066,8837209302324
304;2017-01-30;67,0;7212,0;1800,0;90,0;0,0;0,0;;71,0;1443,0;7514,0;-302,0;1;2017;30;0;5;30;2016-12-15;1;305;actual;-1203,7269367652555;-1311,578947368421
305;2017-01-31;56,0;5904,0;1800,0;90,0;0,0;0,0;;59,0;1181,0;7515,0;-1611,0;1;2017;31;1;5;31;2016-12-15;1;306;actual;-1458,2867906962822;-1319,352380952381
306;2017-02-01;48,0;6786,0;1800,0;90,0;0,0;0,0;;51,0;1358,0;7516,0;-730,0;2;2017;1;2;5;32;2017-01-15;1;307;actual;92,3073390906917;14,904109589041095
307;2017-02-02;50,0;8844,0;1800,0;90,0;19,0;0,0;1769,0;53,0;1769,0;7518,0;1326,0;2;2017;2;3;5;33;2017-01-15;1;308;actual;143,93306183893478;147,03125
308;2017-02-03;54,0;7494,0;1800,0;90,0;0,0;0,0;;57,0;1499,0;7519,0;-25,0;2;2017;3;4;5;34;2017-01-15;1;309;actual;-6,907192397155186;14,904109589041095
309;2017-02-04;44,0;6666,0;1800,0;90,0;0,0;0,0;;46,0;1334,0;7521,0;-855,0;2;2017;4;5;5;35;2017-01-15;1;310;actual;-377,79645900593624;14,904109589041095
310;2017-02-05;48,0;5898,0;1800,0;90,0;0,0;0,0;;51,0;1180,0;7522,0;-1624,0;2;2017;5;6;5;36;2017-01-15;1;311;actual;-669,2086559177807;-514,6920152091254
311;2017-02-06;58,0;8844,0;1800,0;90,0;27,0;0,0;1769,0;61,0;1769,0;7524,0;1320,0;2;2017;6;0;6;37;2017-01-15;1;312;actual;193,89060458765857;22,164021164021165
312;2017-02-07;60,0;6798,0;1800,0;90,0;0,0;0,0;;63,0;1360,0;7525,0;-727,0;2;2017;7;1;6;38;2017-01-15;1;313;actual;-62,323023516811084;-155,31428571428572
313;2017-02-08;65,0;8664,0;1800,0;90,0;0,0;0,0;;69,0;1733,0;7527,0;1137,0;2;2017;8;2;6;39;2017-01-15;1;314;actual;-66,29628894990744;-155,31428571428572
314;2017-02-09;60,0;6204,0;1800,0;90,0;0,0;0,0;;63,0;1241,0;7528,0;-1324,0;2;2017;9;3;6;40;2017-01-15;1;315;actual;-634,8542949329287;-258,6666666666667
315;2017-02-10;66,0;7032,0;1800,0;90,0;0,0;0,0;;70,0;1407,0;7530,0;-498,0;2;2017;10;4;6;41;2017-01-15;1;316;actual;-740,1660960005381;-520,9584664536741
316;2017-02-11;62,0;7638,0;1800,0;90,0;0,0;0,0;;65,0;1528,0;7531,0;107,0;2;2017;11;5;6;42;2017-01-15;1;317;actual;-922,4692328289145;-583,1189320388349
317;2017-02-12;58,0;7398,0;1800,0;90,0;0,0;0,0;;61,0;1480,0;7533,0;-135,0;2;2017;12;6;6;43;2017-01-15;1;318;actual;-1129,7996712780523;-1022,2890625
318;2017-02-13;62,0;5724,0;1800,0;90,0;0,0;0,0;;65,0;1145,0;7534,0;-1810,0;2;2017;13;0;7;44;2017-01-15;1;319;actual;-1026,382353879544;-595,6301369863014
319;2017-02-14;56,0;6816,0;1800,0;90,0;0,0;0,0;;59,0;1364,0;7536,0;-720,0;2;2017;14;1;7;45;2017-01-15;1;320;actual;-1042,8942669898295;-756,8
320;2017-02-15;60,0;5868,0;1800,0;90,0;0,0;0,0;;63,0;1174,0;7537,0;-1669,0;2;2017;15;2;7;46;2017-01-15;1;321;actual;-1069,7218563182498;-976,2068965517242
321;2017-02-16;67,0;7812,0;1800,0;90,0;0,0;0,0;;71,0;1563,0;7539,0;273,0;2;2017;16;3;7;47;2017-01-15;1;322;actual;-1029,8005156069532;-976,2068965517242
322;2017-02-17;63,0;7272,0;1800,0;90,0;0,0;0,0;;66,0;1455,0;7540,0;-268,0;2;2017;17;4;7;48;2017-01-15;1;323;actual;-989,2012105288794;-1049,023560209424
323;2017-02-18;52,0;7464,0;1800,0;90,0;0,0;0,0;;55,0;1493,0;7542,0;-78,0;2;2017;18;5;7;49;2017-01-15;1;324;actual;-1065,0279003724784;-1053,905172413793
324;2017-02-19;54,0;5268,0;1800,0;90,0;0,0;0,0;;57,0;1054,0;7543,0;-2275,0;2;2017;19;6;7;50;2017-01-15;1;325;actual;-1329,4902779725487;-1319,352380952381
325;2017-02-20;57,0;5814,0;1800,0;90,0;0,0;0,0;;60,0;1163,0;7545,0;-1731,0;2;2017;20;0;8;51;2017-01-15;1;326;actual;-942,0720358379831;-861,525641025641
326;2017-02-21;58,0;5820,0;1800,0;90,0;0,0;0,0;;61,0;1164,0;7546,0;-1726,0;2;2017;21;1;8;52;2017-01-15;1;327;actual;-671,1435067705883;-817,0697674418604
327;2017-02-22;60,0;7056,0;1800,0;90,0;0,0;0,0;;63,0;1412,0;7548,0;-492,0;2;2017;22;2;8;53;2017-01-15;1;328;actual;-657,1959847326739;-861,525641025641
328;2017-02-23;58,0;8088,0;1800,0;90,0;0,0;0,0;;61,0;1618,0;7549,0;539,0;2;2017;23;3;8;54;2017-01-15;1;329;actual;-530,2537391113649;-862,8785714285714
329;2017-02-24;64,0;6696,0;1800,0;90,0;0,0;0,0;;68,0;1340,0;7551,0;-855,0;2;2017;24;4;8;55;2017-01-15;1;330;actual;-1411,0057128798135;-859,5714285714286
330;2017-02-25;57,0;5388,0;1800,0;90,0;0,0;0,0;;60,0;1078,0;7552,0;-2164,0;2;2017;25;5;8;56;2017-01-15;1;331;actual;-1618,0748475493474;-1002,7764705882353
331;2017-02-26;57,0;5994,0;1800,0;90,0;0,0;0,0;;60,0;1199,0;7554,0;-1560,0;2;2017;26;6;8;57;2017-01-15;1;332;actual;-1676,8607430982393;-1291,2958333333333
332;2017-02-27;58,0;6822,0;1800,0;90,0;0,0;0,0;;61,0;1365,0;7555,0;-733,0;2;2017;27;0;9;58;2017-01-15;1;333;actual;-21,77636273774731;-757,4162679425838
333;2017-02-28;55,0;7338,0;1800,0;90,0;0,0;0,0;;58,0;1468,0;7557,0;-219,0;2;2017;28;1;9;59;2017-01-15;1;334;actual;24,01070286055507;-756,8
334;2017-03-01;53,0;10074,0;1800,0;90,0;268,0;178,0;2015,0;56,0;2015,0;7558,0;2516,0;3;2017;1;2;9;60;2017-02-15;1;335;actual;1696,4755703042526;1259,0408163265306
335;2017-03-02;54,0;9246,0;1800,0;90,0;104,0;14,0;1850,0;57,0;1850,0;7560,0;1686,0;3;2017;2;3;9;61;2017-02-15;1;336;actual;1226,1188618568976;958,6544342507646
336;2017-03-03;50,0;8616,0;1800,0;90,0;0,0;0,0;;53,0;1724,0;7561,0;1055,0;3;2017;3;4;9;62;2017-02-15;1;337;actual;1129,2017540855984;399,53409090909093
337;2017-03-04;47,0;6636,0;1800,0;90,0;0,0;0,0;;50,0;1328,0;7563,0;-927,0;3;2017;4;5;9;63;2017-02-15;1;338;actual;597,1075599453422;228,1
338;2017-03-05;58,0;6288,0;1800,0;90,0;0,0;0,0;;61,0;1258,0;7564,0;-1276,0;3;2017;5;6;9;64;2017-02-15;1;339;actual;389,11041230364054;-78,94848484848485
339;2017-03-06;61,0;8670,0;1800,0;90,0;0,0;0,0;;64,0;1734,0;7566,0;1104,0;3;2017;6;0;10;65;2017-02-15;1;340;actual;714,864584277849;377,2054794520548
340;2017-03-07;56,0;6948,0;1800,0;90,0;0,0;0,0;;59,0;1390,0;7567,0;-619,0;3;2017;7;1;10;66;2017-02-15;1;341;actual;575,5158018205069;207,2363184079602
341;2017-03-08;52,0;8700,0;1800,0;90,0;0,0;0,0;;55,0;1740,0;7569,0;1131,0;3;2017;8;2;10;67;2017-02-15;1;342;actual;516,7201163522535;207,2363184079602
342;2017-03-09;55,0;9030,0;1800,0;90,0;61,0;0,0;1806,0;58,0;1806,0;7570,0;1460,0;3;2017;9;3;10;68;2017-02-15;1;343;actual;373,52733005529683;201,18211920529802
343;2017-03-10;61,0;8166,0;1800,0;90,0;0,0;0,0;;64,0;1634,0;7572,0;594,0;3;2017;10;4;10;69;2017-02-15;1;344;actual;168,31132983277027;66,70391061452514
344;2017-03-11;57,0;7548,0;1800,0;90,0;0,0;0,0;;60,0;1510,0;7573,0;-25,0;3;2017;11;5;10;70;2017-02-15;1;345;actual;53,678267551489945;-5,793522267206478
345;2017-03-12;61,0;6564,0;1800,0;90,0;0,0;0,0;;64,0;1313,0;7575,0;-1011,0;3;2017;12;6;10;71;2017-02-15;1;346;actual;-201,4252156748914;-423,73243243243246
346;2017-03-13;66,0;6174,0;1800,0;90,0;0,0;0,0;;70,0;1235,0;7576,0;-1402,0;3;2017;13;0;11;72;2017-02-15;1;347;actual;414,256704606365;139,79010494752623
347;2017-03-14;57,0;7188,0;1800,0;90,0;0,0;0,0;;60,0;1438,0;7578,0;-390,0;3;2017;14;1;11;73;2017-02-15;1;348;actual;410,6537640615129;90,18685121107266
348;2017-03-15;60,0;7686,0;1800,0;90,0;0,0;0,0;;63,0;1538,0;7579,0;107,0;3;2017;15;2;11;74;2017-02-15;1;349;actual;399,84386205721245;-62,62222222222222
349;2017-03-16;61,0;6942,0;1800,0;90,0;0,0;0,0;;64,0;1389,0;7581,0;-639,0;3;2017;16;3;11;75;2017-02-15;1;350;actual;310,7782010098995;-95,44366197183099
350;2017-03-17;60,0;5724,0;1800,0;90,0;0,0;0,0;;63,0;1145,0;7582,0;-1858,0;3;2017;17;4;11;76;2017-02-15;1;351;actual;47,2538540512748;-510,70454545454544
351;2017-03-18;54,0;7620,0;1800,0;90,0;0,0;0,0;;57,0;1524,0;7584,0;36,0;3;2017;18;5;11;77;2017-02-15;1;352;actual;-86,11631651415901;-583,1189320388349
352;2017-03-19;58,0;6066,0;1800,0;90,0;0,0;0,0;;61,0;1214,0;7585,0;-1519,0;3;2017;19;6;11;78;2017-02-15;1;353;actual;-360,591881450652;-801,6865671641791
353;2017-03-20;59,0;6486,0;1800,0;90,0;0,0;0,0;;62,0;1298,0;7587,0;-1101,0;3;2017;20;0;12;79;2017-02-15;1;354;actual;373,97220318798185;-62,62222222222222
354;2017-03-21;58,0;8352,0;1800,0;90,0;0,0;0,0;;61,0;1671,0;7588,0;764,0;3;2017;21;1;12;80;2017-02-15;1;355;actual;373,97220318798185;-62,62222222222222
355;2017-03-22;57,0;8412,0;1800,0;90,0;0,0;0,0;;60,0;1683,0;7590,0;822,0;3;2017;22;2;12;81;2017-02-15;1;356;actual;359,0586462612114;-127,32808398950131
356;2017-03-23;56,0;7170,0;1800,0;90,0;0,0;0,0;;59,0;1434,0;7591,0;-421,0;3;2017;23;3;12;82;2017-02-15;1;357;actual;254,46604966338836;-127,32808398950131
357;2017-03-24;53,0;6918,0;1800,0;90,0;0,0;0,0;;56,0;1384,0;7593,0;-675,0;3;2017;24;4;12;83;2017-02-15;1;358;actual;1,0938559012091411;-209,8167701863354
358;2017-03-25;48,0;6636,0;1800,0;90,0;0,0;0,0;;51,0;1328,0;7594,0;-958,0;3;2017;25;5;12;84;2017-02-15;1;359;actual;-154,8737948422214;-583,1189320388349
359;2017-03-26;48,0;6756,0;1800,0;90,0;0,0;0,0;;51,0;1352,0;7596,0;-840,0;3;2017;26;6;12;85;2017-02-15;1;360;actual;-444,59891939803487;-844,651948051948
360;2017-03-27;56,0;8856,0;1800,0;90,0;28,0;0,0;1772,0;59,0;1772,0;7597,0;1259,0;3;2017;27;0;13;86;2017-02-15;1;361;actual;346,831071002234;76,68520859671303
361;2017-03-28;56,0;8688,0;1800,0;90,0;0,0;0,0;;59,0;1738,0;7599,0;1089,0;3;2017;28;1;13;87;2017-02-15;1;362;actual;362,62348782524845;88,9
362;2017-03-29;59,0;8112,0;1800,0;90,0;0,0;0,0;;62,0;1623,0;7600,0;512,0;3;2017;29;2;13;88;2017-02-15;1;363;actual;351,813585820948;36,21262458471761
363;2017-03-30;58,0;7728,0;1800,0;90,0;0,0;0,0;;61,0;1546,0;7602,0;126,0;3;2017;30;3;13;89;2017-02-15;1;364;actual;273,27009879177035;8,873873873873874
364;2017-03-31;58,0;8394,0;1800,0;90,0;0,0;0,0;;61,0;1679,0;7603,0;791,0;3;2017;31;4;13;90;2017-02-15;1;365;actual;42,56204081869893;-153,14225941422595
365;2017-04-01;45,0;9774,0;1800,0;90,0;200,0;110,0;1955,0;48,0;1955,0;7605,0;2169,0;4;2017;1;5;13;91;2017-03-15;2;366;actual;1234,687985213693;824,3066666666666
366;2017-04-02;45,0;6630,0;1800,0;90,0;0,0;0,0;;48,0;1326,0;7606,0;-976,0;4;2017;2;6;13;92;2017-03-15;2;367;actual;802,7437177537533;207,2363184079602
367;2017-04-03;49,0;10170,0;1800,0;90,0;283,0;193,0;2034,0;52,0;2034,0;7608,0;2562,0;4;2017;3;0;14;93;2017-03-15;2;368;actual;1352,996830206222;1291,8347338935573
368;2017-04-04;52,0;9324,0;1800,0;90,0;117,0;27,0;1865,0;55,0;1865,0;7609,0;1715,0;4;2017;4;1;14;94;2017-03-15;2;369;actual;1230,6879397846458;1282,7219251336899
369;2017-04-05;48,0;7770,0;1800,0;90,0;0,0;0,0;;51,0;1554,0;7611,0;159,0;4;2017;5;2;14;95;2017-03-15;2;370;actual;1047,8501462936904;1076,0750436300175
370;2017-04-06;43,0;7284,0;1800,0;90,0;0,0;0,0;;45,0;1457,0;7612,0;-328,0;4;2017;6;3;14;96;2017-03-15;2;371;actual;607,8928249137095;505,11011235955056
371;2017-04-07;38,0;8970,0;1800,0;90,0;32,0;0,0;1794,0;40,0;1794,0;7614,0;1356,0;4;2017;7;4;14;97;2017-03-15;2;372;actual;310,42832129512334;139,79010494752623
372;2017-04-08;44,0;8844,0;1800,0;90,0;13,0;0,0;1769,0;46,0;1769,0;7615,0;1229,0;4;2017;8;5;14;98;2017-03-15;2;373;actual;137,88121948056175;66,70391061452514
373;2017-04-09;41,0;6084,0;1800,0;90,0;0,0;0,0;;43,0;1217,0;7617,0;-1533,0;4;2017;9;6;14;99;2017-03-15;2;374;actual;-173,0068603260951;-141,2206896551724
374;2017-04-10;45,0;9300,0;1800,0;90,0;105,0;15,0;1860,0;48,0;1860,0;7618,0;1682,0;4;2017;10;0;15;100;2017-03-15;2;375;actual;514,7786345118578;334,94336569579286
375;2017-04-11;46,0;7962,0;1800,0;90,0;0,0;0,0;;49,0;1593,0;7620,0;342,0;4;2017;11;1;15;101;2017-03-15;2;376;actual;504,92419825590696;334,94336569579286
376;2017-04-12;46,0;8466,0;1800,0;90,0;0,0;0,0;;49,0;1694,0;7621,0;845,0;4;2017;12;2;15;102;2017-03-15;2;377;actual;481,5540305072217;322,09918699186994
377;2017-04-13;55,0;6360,0;1800,0;90,0;0,0;0,0;;58,0;1272,0;7623,0;-1263,0;4;2017;13;3;15;103;2017-03-15;2;378;actual;378,5193886682189;255,4265625
378;2017-04-14;53,0;8220,0;1800,0;90,0;0,0;0,0;;56,0;1644,0;7624,0;596,0;4;2017;14;4;15;104;2017-03-15;2;379;actual;208,150624027049;66,70391061452514
379;2017-04-15;53,0;6876,0;1800,0;90,0;0,0;0,0;;56,0;1376,0;7626,0;-750,0;4;2017;15;5;15;105;2017-03-15;2;380;actual;92,06643896889342;-119,7186440677966
380;2017-04-16;54,0;7086,0;1800,0;90,0;0,0;0,0;;57,0;1418,0;7627,0;-541,0;4;2017;16;6;15;106;2017-03-15;2;381;actual;-187,6871544596784;-514,6920152091254
381;2017-04-17;59,0;9048,0;1800,0;90,0;69,0;0,0;1810,0;62,0;1810,0;7629,0;1419,0;4;2017;17;0;16;107;2017-03-15;2;382;actual;474,3826214482938;277,30268199233717
382;2017-04-18;60,0;7932,0;1800,0;90,0;0,0;0,0;;63,0;1587,0;7630,0;302,0;4;2017;18;1;16;108;2017-03-15;2;383;actual;474,3826214482938;277,30268199233717
383;2017-04-19;67,0;8574,0;1800,0;90,0;0,0;0,0;;71,0;1715,0;7632,0;942,0;4;2017;19;2;16;109;2017-03-15;2;384;actual;458,9219624826525;265,65671641791045
384;2017-04-20;72,0;8016,0;1800,0;90,0;0,0;0,0;;76,0;1604,0;7633,0;383,0;4;2017;20;3;16;110;2017-03-15;2;385;actual;339,6932458275493;88,9
385;2017-04-21;69,0;8400,0;1800,0;90,0;0,0;0,0;;73,0;1680,0;7635,0;765,0;4;2017;21;4;16;111;2017-03-15;2;386;actual;99,83481529033654;-110,13865546218487
386;2017-04-22;61,0;8478,0;1800,0;90,0;0,0;0,0;;64,0;1696,0;7636,0;842,0;4;2017;22;5;16;112;2017-03-15;2;387;actual;-70,61215393231436;-423,73243243243246
387;2017-04-23;71,0;7194,0;1800,0;90,0;0,0;0,0;;75,0;1439,0;7638,0;-444,0;4;2017;23;6;16;113;2017-03-15;2;388;actual;-404,65388165301243;-841,6352040816327
388;2017-04-24;68,0;8184,0;1800,0;90,0;0,0;0,0;;72,0;1637,0;7639,0;545,0;4;2017;24;0;17;114;2017-03-15;2;389;actual;437,5699249730117;215,0429906542056
389;2017-04-25;69,0;8352,0;1800,0;90,0;0,0;0,0;;73,0;1671,0;7641,0;711,0;4;2017;25;1;17;115;2017-03-15;2;390;actual;442,11674279002614;215,0429906542056
390;2017-04-26;61,0;8874,0;1800,0;90,0;36,0;0,0;1775,0;64,0;1775,0;7642,0;1232,0;4;2017;26;2;17;116;2017-03-15;2;391;actual;431,3068407857256;154,70382695507487
391;2017-04-27;61,0;7368,0;1800,0;90,0;0,0;0,0;;64,0;1474,0;7644,0;-276,0;4;2017;27;3;17;117;2017-03-15;2;392;actual;328,878544554087;76,68520859671303
392;2017-04-28;63,0;7230,0;1800,0;90,0;0,0;0,0;;66,0;1446,0;7645,0;-415,0;4;2017;28;4;17;118;2017-03-15;2;393;actual;67,45256374180865;-111,83495145631068
393;2017-04-29;59,0;6468,0;1800,0;90,0;0,0;0,0;;62,0;1294,0;7647,0;-1179,0;4;2017;29;5;17;119;2017-03-15;2;394;actual;-107,61883127404086;-514,6920152091254
394;2017-04-30;62,0;6984,0;1800,0;90,0;0,0;0,0;;65,0;1397,0;7648,0;-664,0;4;2017;30;6;17;120;2017-03-15;2;395;actual;-421,4818182077121;-821,6238805970149
395;2017-05-01;64,0;10218,0;1800,0;90,0;308,0;218,0;2044,0;68,0;2044,0;7650,0;2568,0;5;2017;1;0;18;121;2017-04-15;2;396;actual;1893,384832359837;1837,501754385965
396;2017-05-02;69,0;8376,0;1800,0;90,0;0,0;0,0;;73,0;1676,0;7651,0;725,0;5;2017;2;1;18;122;2017-04-15;2;397;actual;1317,1395865056027;1520,8690909090908
397;2017-05-03;65,0;10050,0;1800,0;90,0;275,0;185,0;2010,0;69,0;2010,0;7653,0;2397,0;5;2017;3;2;18;123;2017-04-15;2;398;actual;1287,3106523102317;1291,8347338935573
398;2017-05-04;64,0;9582,0;1800,0;90,0;181,0;91,0;1917,0;68,0;1917,0;7654,0;1928,0;5;2017;4;3;18;124;2017-04-15;2;399;actual;1184,0731187614085;1242,0208333333333
399;2017-05-05;63,0;7140,0;1800,0;90,0;0,0;0,0;;66,0;1428,0;7656,0;-516,0;5;2017;5;4;18;125;2017-04-15;2;400;actual;963,9159360689731;761,1449275362319
400;2017-05-06;54,0;9270,0;1800,0;90,0;108,0;18,0;1854,0;57,0;1854,0;7657,0;1613,0;5;2017;6;5;18;126;2017-04-15;2;401;actual;472,514709781429;492,8423728813559
401;2017-05-07;61,0;6966,0;1800,0;90,0;0,0;0,0;;64,0;1394,0;7659,0;-693,0;5;2017;7;6;18;127;2017-04-15;2;402;actual;-58,79323229233868;90,17180616740089
402;2017-05-08;59,0;8616,0;1800,0;90,0;0,0;0,0;;62,0;1724,0;7660,0;956,0;5;2017;8;0;19;128;2017-04-15;2;403;actual;612,0501015931021;797,1415094339623
403;2017-05-09;54,0;9444,0;1800,0;90,0;143,0;53,0;1889,0;57,0;1889,0;7662,0;1782,0;5;2017;9;1;19;129;2017-04-15;2;404;actual;588,1289014752676;740,0
404;2017-05-10;55,0;9066,0;1800,0;90,0;69,0;0,0;1814,0;58,0;1814,0;7663,0;1403,0;5;2017;10;2;19;130;2017-04-15;2;405;actual;550,2041738074114;740,0
405;2017-05-11;55,0;8862,0;1800,0;90,0;28,0;0,0;1773,0;58,0;1773,0;7665,0;1197,0;5;2017;11;3;19;131;2017-04-15;2;406;actual;445,2161914668506;658,0626740947075
406;2017-05-12;55,0;9420,0;1800,0;90,0;139,0;49,0;1884,0;58,0;1884,0;7666,0;1754,0;5;2017;12;4;19;132;2017-04-15;2;407;actual;227,80102534452257;387,0796812749004
407;2017-05-13;54,0;7914,0;1800,0;90,0;0,0;0,0;;57,0;1583,0;7668,0;246,0;5;2017;13;5;19;133;2017-04-15;2;408;actual;109,25493661615002;179,4278846153846
408;2017-05-14;65,0;8592,0;1800,0;90,0;0,0;0,0;;69,0;1719,0;7669,0;923,0;5;2017;14;6;19;134;2017-04-15;2;409;actual;-171,15078804707667;47,406103286384976
409;2017-05-15;77,0;8256,0;1800,0;90,0;0,0;0,0;;81,0;1652,0;7671,0;585,0;5;2017;15;0;20;135;2017-04-15;2;410;actual;526,1798973931;478,9630996309963
410;2017-05-16;70,0;8178,0;1800,0;90,0;0,0;0,0;;74,0;1636,0;7672,0;506,0;5;2017;16;1;20;136;2017-04-15;2;411;actual;526,1798973931;478,9630996309963
411;2017-05-17;70,0;6876,0;1800,0;90,0;0,0;0,0;;74,0;1376,0;7674,0;-798,0;5;2017;17;2;20;137;2017-04-15;2;412;actual;504,13275632751015;399,47648902821317
412;2017-05-18;62,0;7242,0;1800,0;90,0;0,0;0,0;;65,0;1449,0;7675,0;-433,0;5;2017;18;3;20;138;2017-04-15;2;413;actual;409,88435632378787;304,4602510460251
413;2017-05-19;55,0;7746,0;1800,0;90,0;0,0;0,0;;58,0;1550,0;7677,0;69,0;5;2017;19;4;20;139;2017-04-15;2;414;actual;120,12618426079645;153,55619596541786
414;2017-05-20;45,0;6534,0;1800,0;90,0;0,0;0,0;;48,0;1307,0;7678,0;-1144,0;5;2017;20;5;20;140;2017-04-15;2;415;actual;-37,20085225426032;-5,793522267206478
415;2017-05-21;48,0;6066,0;1800,0;90,0;0,0;0,0;;51,0;1214,0;7680,0;-1614,0;5;2017;21;6;20;141;2017-04-15;2;416;actual;-324,4043744328917;-423,73243243243246
416;2017-05-22;61,0;8766,0;1800,0;90,0;15,0;0,0;1754,0;64,0;1754,0;7681,0;1085,0;5;2017;22;0;21;142;2017-04-15;2;417;actual;485,39468159709907;399,47648902821317
417;2017-05-23;54,0;9606,0;1800,0;90,0;176,0;86,0;1922,0;57,0;1922,0;7682,0;1924,0;5;2017;23;1;21;143;2017-04-15;2;418;actual;472,6859941652199;390,942238267148
418;2017-05-24;51,0;8142,0;1800,0;90,0;0,0;0,0;;54,0;1629,0;7684,0;458,0;5;2017;24;2;21;144;2017-04-15;2;419;actual;456,02380435791827;363,7278481012658
419;2017-05-25;52,0;6750,0;1800,0;90,0;0,0;0,0;;55,0;1350,0;7685,0;-935,0;5;2017;25;3;21;145;2017-04-15;2;420;actual;358,0720101546773;265,65671641791045
420;2017-05-26;58,0;7062,0;1800,0;90,0;0,0;0,0;;61,0;1413,0;7687,0;-625,0;5;2017;26;4;21;146;2017-04-15;2;421;actual;84,0114172188632;107,2367601246106
421;2017-05-27;51,0;7290,0;1800,0;90,0;0,0;0,0;;54,0;1458,0;7688,0;-398,0;5;2017;27;5;21;147;2017-04-15;2;422;actual;-88,45962829624551;31,148936170212767
422;2017-05-28;58,0;8538,0;1800,0;90,0;0,0;0,0;;61,0;1708,0;7690,0;848,0;5;2017;28;6;21;148;2017-04-15;2;423;actual;-399,2829820431705;-423,73243243243246
423;2017-05-29;57,0;8112,0;1800,0;90,0;0,0;0,0;;60,0;1623,0;7691,0;421,0;5;2017;29;0;22;149;2017-04-15;2;424;actual;462,35720433382113;399,47648902821317
424;2017-05-30;55,0;7098,0;1800,0;90,0;0,0;0,0;;58,0;1420,0;7693,0;-595,0;5;2017;30;1;22;150;2017-04-15;2;425;actual;462,35720433382113;399,47648902821317
425;2017-05-31;52,0;9294,0;1800,0;90,0;111,0;21,0;1859,0;55,0;1859,0;7694,0;1600,0;5;2017;31;2;22;151;2017-04-15;2;426;actual;451,54730232952073;377,2054794520548
426;2017-06-01;54,0;10830,0;1800,0;90,0;420,0;330,0;2166,0;57,0;2166,0;7696,0;3134,0;6;2017;1;3;22;152;2017-05-15;2;427;actual;1693,0693515166922;1674,921052631579
427;2017-06-02;57,0;9840,0;1800,0;90,0;225,0;135,0;1968,0;60,0;1968,0;7697,0;2143,0;6;2017;2;4;22;153;2017-05-15;2;428;actual;1274,842461240738;1083,23347107438
428;2017-06-03;56,0;7296,0;1800,0;90,0;0,0;0,0;;59,0;1460,0;7699,0;-403,0;6;2017;3;5;22;154;2017-05-15;2;429;actual;927,7469746122821;925,1152416356878
429;2017-06-04;48,0;8136,0;1800,0;90,0;0,0;0,0;;51,0;1628,0;7700,0;436,0;6;2017;4;6;22;155;2017-05-15;2;430;actual;841,6150373673674;693,1240694789082
430;2017-06-05;56,0;9876,0;1800,0;90,0;232,0;142,0;1976,0;59,0;1976,0;7702,0;2174,0;6;2017;5;0;23;156;2017-05-15;2;431;actual;1121,9751774814017;1261,9403973509934
