;date;n_sick;calls;n_duty;n_sby;sby_need;dafted;demand;n_sick_adj;demand_pred;calls_reg_pred;calls_reg_act_diff;month;year;dayofmonth;weekday;weekofyear;dayofyear;predict_day;season;day;status
219;2016-11-06;48;6366;1700;90;0;0;;54;1274;7386;-1020;11;2016;6;6;44;311;2016-10-15;4;220;actual
220;2016-11-07;57;7098;1700;90;0;0;;64;1420;7388;-290;11;2016;7;0;45;312;2016-10-15;4;221;actual
221;2016-11-08;57;6552;1700;90;0;0;;64;1311;7389;-837;11;2016;8;1;45;313;2016-10-15;4;222;actual
222;2016-11-09;55;6966;1700;90;0;0;;61;1394;7391;-425;11;2016;9;2;45;314;2016-10-15;4;223;actual
223;2016-11-10;55;5730;1700;90;0;0;;61;1146;7392;-1662;11;2016;10;3;45;315;2016-10-15;4;224;actual
224;2016-11-11;57;7110;1700;90;0;0;;64;1422;7394;-284;11;2016;11;4;45;316;2016-10-15;4;225;actual
225;2016-11-12;44;7140;1700;90;0;0;;49;1428;7395;-255;11;2016;12;5;45;317;2016-10-15;4;226;actual
226;2016-11-13;48;6072;1700;90;0;0;;54;1215;7397;-1325;11;2016;13;6;45;318;2016-10-15;4;227;actual
227;2016-11-14;58;7710;1700;90;0;0;;65;1542;7398;312;11;2016;14;0;46;319;2016-10-15;4;228;actual
228;2016-11-15;64;8190;1700;90;2;0;1638,0;72;1638;7400;790;11;2016;15;1;46;320;2016-10-15;4;229;actual
229;2016-11-16;61;5598;1700;90;0;0;;68;1120;7401;-1803;11;2016;16;2;46;321;2016-10-15;4;230;actual
230;2016-11-17;62;6684;1700;90;0;0;;69;1337;7403;-719;11;2016;17;3;46;322;2016-10-15;4;231;actual
231;2016-11-18;64;6276;1700;90;0;0;;72;1256;7404;-1128;11;2016;18;4;46;323;2016-10-15;4;232;actual
232;2016-11-19;59;5820;1700;90;0;0;;66;1164;7406;-1586;11;2016;19;5;46;324;2016-10-15;4;233;actual
233;2016-11-20;72;5160;1700;90;0;0;;80;1032;7407;-2247;11;2016;20;6;46;325;2016-10-15;4;234;actual
234;2016-11-21;70;7998;1700;90;0;0;;78;1600;7409;589;11;2016;21;0;47;326;2016-10-15;4;235;actual
235;2016-11-22;67;6852;1700;90;0;0;;75;1371;7410;-558;11;2016;22;1;47;327;2016-10-15;4;236;actual
236;2016-11-23;73;8256;1700;90;25;0;1652,0;82;1652;7412;844;11;2016;23;2;47;328;2016-10-15;4;237;actual
237;2016-11-24;78;7494;1700;90;0;0;;87;1499;7413;81;11;2016;24;3;47;329;2016-10-15;4;238;actual
238;2016-11-25;76;7722;1700;90;0;0;;85;1545;7415;307;11;2016;25;4;47;330;2016-10-15;4;239;actual
239;2016-11-26;67;6438;1700;90;0;0;;75;1288;7416;-978;11;2016;26;5;47;331;2016-10-15;4;240;actual
240;2016-11-27;65;5526;1700;90;0;0;;73;1106;7418;-1892;11;2016;27;6;47;332;2016-10-15;4;241;actual
241;2016-11-28;62;6558;1700;90;0;0;;69;1312;7419;-861;11;2016;28;0;48;333;2016-10-15;4;242;actual
242;2016-11-29;55;6624;1700;90;0;0;;61;1325;7421;-797;11;2016;29;1;48;334;2016-10-15;4;243;actual
243;2016-11-30;49;6384;1700;90;0;0;;55;1277;7422;-1038;11;2016;30;2;48;335;2016-10-15;4;244;actual
244;2016-12-01;43;6450;1700;90;0;0;;48;1290;7424;-974;12;2016;1;3;48;336;2016-11-15;4;245;actual
245;2016-12-02;46;8436;1700;90;34;0;1688,0;51;1688;7425;1011;12;2016;2;4;48;337;2016-11-15;4;246;actual
246;2016-12-03;45;5748;1700;90;0;0;;50;1150;7427;-1679;12;2016;3;5;48;338;2016-11-15;4;247;actual
247;2016-12-04;51;5532;1700;90;0;0;;57;1107;7428;-1896;12;2016;4;6;48;339;2016-11-15;4;248;actual
248;2016-12-05;50;7674;1700;90;0;0;;56;1535;7430;244;12;2016;5;0;49;340;2016-11-15;4;249;actual
249;2016-12-06;47;7422;1700;90;0;0;;53;1485;7431;-9;12;2016;6;1;49;341;2016-11-15;4;250;actual
250;2016-12-07;55;7086;1700;90;0;0;;61;1418;7433;-347;12;2016;7;2;49;342;2016-11-15;4;251;actual
251;2016-12-08;60;6174;1700;90;0;0;;67;1235;7434;-1260;12;2016;8;3;49;343;2016-11-15;4;252;actual
252;2016-12-09;57;6120;1700;90;0;0;;64;1224;7436;-1316;12;2016;9;4;49;344;2016-11-15;4;253;actual
253;2016-12-10;56;6942;1700;90;0;0;;63;1389;7437;-495;12;2016;10;5;49;345;2016-11-15;4;254;actual
254;2016-12-11;60;7098;1700;90;0;0;;67;1420;7439;-341;12;2016;11;6;49;346;2016-11-15;4;255;actual
255;2016-12-12;70;7506;1700;90;0;0;;78;1502;7440;66;12;2016;12;0;50;347;2016-11-15;4;256;actual
256;2016-12-13;68;7116;1700;90;0;0;;76;1424;7442;-326;12;2016;13;1;50;348;2016-11-15;4;257;actual
257;2016-12-14;71;5934;1700;90;0;0;;79;1187;7443;-1509;12;2016;14;2;50;349;2016-11-15;4;258;actual
258;2016-12-15;70;5118;1700;90;0;0;;78;1024;7445;-2327;12;2016;15;3;50;350;2016-11-15;4;259;actual
259;2016-12-16;62;5802;1700;90;0;0;;69;1161;7446;-1644;12;2016;16;4;50;351;2016-11-15;4;260;actual
260;2016-12-17;57;6642;1700;90;0;0;;64;1329;7448;-806;12;2016;17;5;50;352;2016-11-15;4;261;actual
261;2016-12-18;62;4692;1700;90;0;0;;69;939;7449;-2757;12;2016;18;6;50;353;2016-11-15;4;262;actual
262;2016-12-19;61;6798;1700;90;0;0;;68;1360;7451;-653;12;2016;19;0;51;354;2016-11-15;4;263;actual
263;2016-12-20;51;6480;1700;90;0;0;;57;1296;7452;-972;12;2016;20;1;51;355;2016-11-15;4;264;actual
264;2016-12-21;49;5244;1700;90;0;0;;55;1049;7454;-2210;12;2016;21;2;51;356;2016-11-15;4;265;actual
265;2016-12-22;49;6000;1700;90;0;0;;55;1200;7455;-1455;12;2016;22;3;51;357;2016-11-15;4;266;actual
266;2016-12-23;48;5496;1700;90;0;0;;54;1100;7457;-1961;12;2016;23;4;51;358;2016-11-15;4;267;actual
267;2016-12-24;44;5172;1700;90;0;0;;49;1035;7458;-2286;12;2016;24;5;51;359;2016-11-15;4;268;actual
268;2016-12-25;50;6030;1700;90;0;0;;56;1206;7460;-1430;12;2016;25;6;51;360;2016-11-15;4;269;actual
269;2016-12-26;61;6714;1700;90;0;0;;68;1343;7461;-747;12;2016;26;0;52;361;2016-11-15;4;270;actual
270;2016-12-27;80;6828;1700;90;0;0;;89;1366;7463;-635;12;2016;27;1;52;362;2016-11-15;4;271;actual
271;2016-12-28;91;6096;1700;90;0;0;;102;1220;7464;-1368;12;2016;28;2;52;363;2016-11-15;4;272;actual
272;2016-12-29;96;7326;1700;90;0;0;;107;1466;7466;-140;12;2016;29;3;52;364;2016-11-15;4;273;actual
273;2016-12-30;92;5478;1700;90;0;0;;103;1096;7467;-1989;12;2016;30;4;52;365;2016-11-15;4;274;actual
274;2016-12-31;66;5754;1700;90;0;0;;74;1151;7469;-1715;12;2016;31;5;52;366;2016-11-15;4;275;actual
275;2017-01-01;60;6336;1800;90;0;0;;63;1268;7470;-1134;1;2017;1;6;52;1;2016-12-15;1;276;actual
276;2017-01-02;70;8550;1800;90;0;0;;74;1710;7472;1078;1;2017;2;0;1;2;2016-12-15;1;277;actual
277;2017-01-03;74;8238;1800;90;0;0;;78;1648;7473;765;1;2017;3;1;1;3;2016-12-15;1;278;actual
278;2017-01-04;76;7902;1800;90;0;0;;80;1581;7475;427;1;2017;4;2;1;4;2016-12-15;1;279;actual
279;2017-01-05;76;8268;1800;90;0;0;;80;1654;7476;792;1;2017;5;3;1;5;2016-12-15;1;280;actual
280;2017-01-06;71;6054;1800;90;0;0;;75;1211;7478;-1424;1;2017;6;4;1;6;2016-12-15;1;281;actual
281;2017-01-07;81;7152;1800;90;0;0;;86;1431;7479;-327;1;2017;7;5;1;7;2016-12-15;1;282;actual
282;2017-01-08;88;6318;1800;90;0;0;;93;1264;7481;-1163;1;2017;8;6;1;8;2016-12-15;1;283;actual
283;2017-01-09;89;5418;1800;90;0;0;;94;1084;7482;-2064;1;2017;9;0;2;9;2016-12-15;1;284;actual
284;2017-01-10;80;5376;1800;90;0;0;;84;1076;7484;-2108;1;2017;10;1;2;10;2016-12-15;1;285;actual
285;2017-01-11;73;5976;1800;90;0;0;;77;1196;7485;-1509;1;2017;11;2;2;11;2016-12-15;1;286;actual
286;2017-01-12;55;6414;1800;90;0;0;;58;1283;7487;-1073;1;2017;12;3;2;12;2016-12-15;1;287;actual
287;2017-01-13;47;5496;1800;90;0;0;;50;1100;7488;-1992;1;2017;13;4;2;13;2016-12-15;1;288;actual
288;2017-01-14;49;4668;1800;90;0;0;;52;934;7490;-2822;1;2017;14;5;2;14;2016-12-15;1;289;actual
289;2017-01-15;53;4074;1800;90;0;0;;56;815;7491;-3417;1;2017;15;6;2;15;2016-12-15;1;290;actual
290;2017-01-16;58;6300;1800;90;0;0;;61;1260;7493;-1193;1;2017;16;0;3;16;2016-12-15;1;291;actual
291;2017-01-17;52;6948;1800;90;0;0;;55;1390;7494;-546;1;2017;17;1;3;17;2016-12-15;1;292;actual
292;2017-01-18;50;4920;1800;90;0;0;;53;984;7496;-2576;1;2017;18;2;3;18;2016-12-15;1;293;actual
293;2017-01-19;55;4938;1800;90;0;0;;58;988;7497;-2559;1;2017;19;3;3;19;2016-12-15;1;294;actual
294;2017-01-20;62;6870;1800;90;0;0;;65;1374;7499;-629;1;2017;20;4;3;20;2016-12-15;1;295;actual
295;2017-01-21;58;5592;1800;90;0;0;;61;1119;7500;-1908;1;2017;21;5;3;21;2016-12-15;1;296;actual
296;2017-01-22;60;6618;1800;90;0;0;;63;1324;7502;-884;1;2017;22;6;3;22;2016-12-15;1;297;actual
297;2017-01-23;65;7248;1800;90;0;0;;69;1450;7503;-255;1;2017;23;0;4;23;2016-12-15;1;298;actual
298;2017-01-24;63;5400;1800;90;0;0;;66;1080;7505;-2105;1;2017;24;1;4;24;2016-12-15;1;299;actual
299;2017-01-25;57;4860;1800;90;0;0;;60;972;7506;-2646;1;2017;25;2;4;25;2016-12-15;1;300;actual
300;2017-01-26;66;5196;1800;90;0;0;;70;1040;7508;-2312;1;2017;26;3;4;26;2016-12-15;1;301;actual
301;2017-01-27;73;6330;1800;90;0;0;;77;1266;7509;-1179;1;2017;27;4;4;27;2016-12-15;1;302;actual
302;2017-01-28;62;5442;1800;90;0;0;;65;1089;7511;-2069;1;2017;28;5;4;28;2016-12-15;1;303;actual
303;2017-01-29;64;5742;1800;90;0;0;;68;1149;7512;-1770;1;2017;29;6;4;29;2016-12-15;1;304;actual
304;2017-01-30;67;7212;1800;90;0;0;;71;1443;7514;-302;1;2017;30;0;5;30;2016-12-15;1;305;actual
305;2017-01-31;56;5904;1800;90;0;0;;59;1181;7515;-1611;1;2017;31;1;5;31;2016-12-15;1;306;actual
306;2017-02-01;48;6786;1800;90;0;0;;51;1358;7516;-730;2;2017;1;2;5;32;2017-01-15;1;307;actual
307;2017-02-02;50;8844;1800;90;19;0;1769,0;53;1769;7518;1326;2;2017;2;3;5;33;2017-01-15;1;308;actual
308;2017-02-03;54;7494;1800;90;0;0;;57;1499;7519;-25;2;2017;3;4;5;34;2017-01-15;1;309;actual
309;2017-02-04;44;6666;1800;90;0;0;;46;1334;7521;-855;2;2017;4;5;5;35;2017-01-15;1;310;actual
310;2017-02-05;48;5898;1800;90;0;0;;51;1180;7522;-1624;2;2017;5;6;5;36;2017-01-15;1;311;actual
311;2017-02-06;58;8844;1800;90;27;0;1769,0;61;1769;7524;1320;2;2017;6;0;6;37;2017-01-15;1;312;actual
312;2017-02-07;60;6798;1800;90;0;0;;63;1360;7525;-727;2;2017;7;1;6;38;2017-01-15;1;313;actual
313;2017-02-08;65;8664;1800;90;0;0;;69;1733;7527;1137;2;2017;8;2;6;39;2017-01-15;1;314;actual
314;2017-02-09;60;6204;1800;90;0;0;;63;1241;7528;-1324;2;2017;9;3;6;40;2017-01-15;1;315;actual
315;2017-02-10;66;7032;1800;90;0;0;;70;1407;7530;-498;2;2017;10;4;6;41;2017-01-15;1;316;actual
316;2017-02-11;62;7638;1800;90;0;0;;65;1528;7531;107;2;2017;11;5;6;42;2017-01-15;1;317;actual
317;2017-02-12;58;7398;1800;90;0;0;;61;1480;7533;-135;2;2017;12;6;6;43;2017-01-15;1;318;actual
318;2017-02-13;62;5724;1800;90;0;0;;65;1145;7534;-1810;2;2017;13;0;7;44;2017-01-15;1;319;actual
319;2017-02-14;56;6816;1800;90;0;0;;59;1364;7536;-720;2;2017;14;1;7;45;2017-01-15;1;320;actual
320;2017-02-15;60;5868;1800;90;0;0;;63;1174;7537;-1669;2;2017;15;2;7;46;2017-01-15;1;321;actual
321;2017-02-16;67;7812;1800;90;0;0;;71;1563;7539;273;2;2017;16;3;7;47;2017-01-15;1;322;actual
322;2017-02-17;63;7272;1800;90;0;0;;66;1455;7540;-268;2;2017;17;4;7;48;2017-01-15;1;323;actual
323;2017-02-18;52;7464;1800;90;0;0;;55;1493;7542;-78;2;2017;18;5;7;49;2017-01-15;1;324;actual
324;2017-02-19;54;5268;1800;90;0;0;;57;1054;7543;-2275;2;2017;19;6;7;50;2017-01-15;1;325;actual
325;2017-02-20;57;5814;1800;90;0;0;;60;1163;7545;-1731;2;2017;20;0;8;51;2017-01-15;1;326;actual
326;2017-02-21;58;5820;1800;90;0;0;;61;1164;7546;-1726;2;2017;21;1;8;52;2017-01-15;1;327;actual
327;2017-02-22;60;7056;1800;90;0;0;;63;1412;7548;-492;2;2017;22;2;8;53;2017-01-15;1;328;actual
328;2017-02-23;58;8088;1800;90;0;0;;61;1618;7549;539;2;2017;23;3;8;54;2017-01-15;1;329;actual
329;2017-02-24;64;6696;1800;90;0;0;;68;1340;7551;-855;2;2017;24;4;8;55;2017-01-15;1;330;actual
330;2017-02-25;57;5388;1800;90;0;0;;60;1078;7552;-2164;2;2017;25;5;8;56;2017-01-15;1;331;actual
331;2017-02-26;57;5994;1800;90;0;0;;60;1199;7554;-1560;2;2017;26;6;8;57;2017-01-15;1;332;actual
332;2017-02-27;58;6822;1800;90;0;0;;61;1365;7555;-733;2;2017;27;0;9;58;2017-01-15;1;333;actual
333;2017-02-28;55;7338;1800;90;0;0;;58;1468;7557;-219;2;2017;28;1;9;59;2017-01-15;1;334;actual
334;2017-03-01;53;10074;1800;90;268;178;2015,0;56;2015;7558;2516;3;2017;1;2;9;60;2017-02-15;1;335;actual
335;2017-03-02;54;9246;1800;90;104;14;1850,0;57;1850;7560;1686;3;2017;2;3;9;61;2017-02-15;1;336;actual
336;2017-03-03;50;8616;1800;90;0;0;;53;1724;7561;1055;3;2017;3;4;9;62;2017-02-15;1;337;actual
337;2017-03-04;47;6636;1800;90;0;0;;50;1328;7563;-927;3;2017;4;5;9;63;2017-02-15;1;338;actual
338;2017-03-05;58;6288;1800;90;0;0;;61;1258;7564;-1276;3;2017;5;6;9;64;2017-02-15;1;339;actual
339;2017-03-06;61;8670;1800;90;0;0;;64;1734;7566;1104;3;2017;6;0;10;65;2017-02-15;1;340;actual
340;2017-03-07;56;6948;1800;90;0;0;;59;1390;7567;-619;3;2017;7;1;10;66;2017-02-15;1;341;actual
341;2017-03-08;52;8700;1800;90;0;0;;55;1740;7569;1131;3;2017;8;2;10;67;2017-02-15;1;342;actual
342;2017-03-09;55;9030;1800;90;61;0;1806,0;58;1806;7570;1460;3;2017;9;3;10;68;2017-02-15;1;343;actual
343;2017-03-10;61;8166;1800;90;0;0;;64;1634;7572;594;3;2017;10;4;10;69;2017-02-15;1;344;actual
344;2017-03-11;57;7548;1800;90;0;0;;60;1510;7573;-25;3;2017;11;5;10;70;2017-02-15;1;345;actual
345;2017-03-12;61;6564;1800;90;0;0;;64;1313;7575;-1011;3;2017;12;6;10;71;2017-02-15;1;346;actual
346;2017-03-13;66;6174;1800;90;0;0;;70;1235;7576;-1402;3;2017;13;0;11;72;2017-02-15;1;347;actual
347;2017-03-14;57;7188;1800;90;0;0;;60;1438;7578;-390;3;2017;14;1;11;73;2017-02-15;1;348;actual
348;2017-03-15;60;7686;1800;90;0;0;;63;1538;7579;107;3;2017;15;2;11;74;2017-02-15;1;349;actual
349;2017-03-16;61;6942;1800;90;0;0;;64;1389;7581;-639;3;2017;16;3;11;75;2017-02-15;1;350;actual
350;2017-03-17;60;5724;1800;90;0;0;;63;1145;7582;-1858;3;2017;17;4;11;76;2017-02-15;1;351;actual
351;2017-03-18;54;7620;1800;90;0;0;;57;1524;7584;36;3;2017;18;5;11;77;2017-02-15;1;352;actual
352;2017-03-19;58;6066;1800;90;0;0;;61;1214;7585;-1519;3;2017;19;6;11;78;2017-02-15;1;353;actual
353;2017-03-20;59;6486;1800;90;0;0;;62;1298;7587;-1101;3;2017;20;0;12;79;2017-02-15;1;354;actual
354;2017-03-21;58;8352;1800;90;0;0;;61;1671;7588;764;3;2017;21;1;12;80;2017-02-15;1;355;actual
355;2017-03-22;57;8412;1800;90;0;0;;60;1683;7590;822;3;2017;22;2;12;81;2017-02-15;1;356;actual
356;2017-03-23;56;7170;1800;90;0;0;;59;1434;7591;-421;3;2017;23;3;12;82;2017-02-15;1;357;actual
357;2017-03-24;53;6918;1800;90;0;0;;56;1384;7593;-675;3;2017;24;4;12;83;2017-02-15;1;358;actual
358;2017-03-25;48;6636;1800;90;0;0;;51;1328;7594;-958;3;2017;25;5;12;84;2017-02-15;1;359;actual
359;2017-03-26;48;6756;1800;90;0;0;;51;1352;7596;-840;3;2017;26;6;12;85;2017-02-15;1;360;actual
360;2017-03-27;56;8856;1800;90;28;0;1772,0;59;1772;7597;1259;3;2017;27;0;13;86;2017-02-15;1;361;actual
361;2017-03-28;56;8688;1800;90;0;0;;59;1738;7599;1089;3;2017;28;1;13;87;2017-02-15;1;362;actual
362;2017-03-29;59;8112;1800;90;0;0;;62;1623;7600;512;3;2017;29;2;13;88;2017-02-15;1;363;actual
363;2017-03-30;58;7728;1800;90;0;0;;61;1546;7602;126;3;2017;30;3;13;89;2017-02-15;1;364;actual
364;2017-03-31;58;8394;1800;90;0;0;;61;1679;7603;791;3;2017;31;4;13;90;2017-02-15;1;365;actual
365;2017-04-01;45;9774;1800;90;200;110;1955,0;48;1955;7605;2169;4;2017;1;5;13;91;2017-03-15;2;366;actual
366;2017-04-02;45;6630;1800;90;0;0;;48;1326;7606;-976;4;2017;2;6;13;92;2017-03-15;2;367;actual
367;2017-04-03;49;10170;1800;90;283;193;2034,0;52;2034;7608;2562;4;2017;3;0;14;93;2017-03-15;2;368;actual
368;2017-04-04;52;9324;1800;90;117;27;1865,0;55;1865;7609;1715;4;2017;4;1;14;94;2017-03-15;2;369;actual
369;2017-04-05;48;7770;1800;90;0;0;;51;1554;7611;159;4;2017;5;2;14;95;2017-03-15;2;370;actual
370;2017-04-06;43;7284;1800;90;0;0;;45;1457;7612;-328;4;2017;6;3;14;96;2017-03-15;2;371;actual
371;2017-04-07;38;8970;1800;90;32;0;1794,0;40;1794;7614;1356;4;2017;7;4;14;97;2017-03-15;2;372;actual
372;2017-04-08;44;8844;1800;90;13;0;1769,0;46;1769;7615;1229;4;2017;8;5;14;98;2017-03-15;2;373;actual
373;2017-04-09;41;6084;1800;90;0;0;;43;1217;7617;-1533;4;2017;9;6;14;99;2017-03-15;2;374;actual
374;2017-04-10;45;9300;1800;90;105;15;1860,0;48;1860;7618;1682;4;2017;10;0;15;100;2017-03-15;2;375;actual
375;2017-04-11;46;7962;1800;90;0;0;;49;1593;7620;342;4;2017;11;1;15;101;2017-03-15;2;376;actual
376;2017-04-12;46;8466;1800;90;0;0;;49;1694;7621;845;4;2017;12;2;15;102;2017-03-15;2;377;actual
377;2017-04-13;55;6360;1800;90;0;0;;58;1272;7623;-1263;4;2017;13;3;15;103;2017-03-15;2;378;actual
378;2017-04-14;53;8220;1800;90;0;0;;56;1644;7624;596;4;2017;14;4;15;104;2017-03-15;2;379;actual
379;2017-04-15;53;6876;1800;90;0;0;;56;1376;7626;-750;4;2017;15;5;15;105;2017-03-15;2;380;actual
380;2017-04-16;54;7086;1800;90;0;0;;57;1418;7627;-541;4;2017;16;6;15;106;2017-03-15;2;381;actual
381;2017-04-17;59;9048;1800;90;69;0;1810,0;62;1810;7629;1419;4;2017;17;0;16;107;2017-03-15;2;382;actual
382;2017-04-18;60;7932;1800;90;0;0;;63;1587;7630;302;4;2017;18;1;16;108;2017-03-15;2;383;actual
383;2017-04-19;67;8574;1800;90;0;0;;71;1715;7632;942;4;2017;19;2;16;109;2017-03-15;2;384;actual
384;2017-04-20;72;8016;1800;90;0;0;;76;1604;7633;383;4;2017;20;3;16;110;2017-03-15;2;385;actual
385;2017-04-21;69;8400;1800;90;0;0;;73;1680;7635;765;4;2017;21;4;16;111;2017-03-15;2;386;actual
386;2017-04-22;61;8478;1800;90;0;0;;64;1696;7636;842;4;2017;22;5;16;112;2017-03-15;2;387;actual
387;2017-04-23;71;7194;1800;90;0;0;;75;1439;7638;-444;4;2017;23;6;16;113;2017-03-15;2;388;actual
388;2017-04-24;68;8184;1800;90;0;0;;72;1637;7639;545;4;2017;24;0;17;114;2017-03-15;2;389;actual
389;2017-04-25;69;8352;1800;90;0;0;;73;1671;7641;711;4;2017;25;1;17;115;2017-03-15;2;390;actual
390;2017-04-26;61;8874;1800;90;36;0;1775,0;64;1775;7642;1232;4;2017;26;2;17;116;2017-03-15;2;391;actual
391;2017-04-27;61;7368;1800;90;0;0;;64;1474;7644;-276;4;2017;27;3;17;117;2017-03-15;2;392;actual
392;2017-04-28;63;7230;1800;90;0;0;;66;1446;7645;-415;4;2017;28;4;17;118;2017-03-15;2;393;actual
393;2017-04-29;59;6468;1800;90;0;0;;62;1294;7647;-1179;4;2017;29;5;17;119;2017-03-15;2;394;actual
394;2017-04-30;62;6984;1800;90;0;0;;65;1397;7648;-664;4;2017;30;6;17;120;2017-03-15;2;395;actual
395;2017-05-01;64;10218;1800;90;308;218;2044,0;68;2044;7650;2568;5;2017;1;0;18;121;2017-04-15;2;396;actual
396;2017-05-02;69;8376;1800;90;0;0;;73;1676;7651;725;5;2017;2;1;18;122;2017-04-15;2;397;actual
397;2017-05-03;65;10050;1800;90;275;185;2010,0;69;2010;7653;2397;5;2017;3;2;18;123;2017-04-15;2;398;actual
398;2017-05-04;64;9582;1800;90;181;91;1917,0;68;1917;7654;1928;5;2017;4;3;18;124;2017-04-15;2;399;actual
399;2017-05-05;63;7140;1800;90;0;0;;66;1428;7656;-516;5;2017;5;4;18;125;2017-04-15;2;400;actual
400;2017-05-06;54;9270;1800;90;108;18;1854,0;57;1854;7657;1613;5;2017;6;5;18;126;2017-04-15;2;401;actual
401;2017-05-07;61;6966;1800;90;0;0;;64;1394;7659;-693;5;2017;7;6;18;127;2017-04-15;2;402;actual
402;2017-05-08;59;8616;1800;90;0;0;;62;1724;7660;956;5;2017;8;0;19;128;2017-04-15;2;403;actual
403;2017-05-09;54;9444;1800;90;143;53;1889,0;57;1889;7662;1782;5;2017;9;1;19;129;2017-04-15;2;404;actual
404;2017-05-10;55;9066;1800;90;69;0;1814,0;58;1814;7663;1403;5;2017;10;2;19;130;2017-04-15;2;405;actual
405;2017-05-11;55;8862;1800;90;28;0;1773,0;58;1773;7665;1197;5;2017;11;3;19;131;2017-04-15;2;406;actual
406;2017-05-12;55;9420;1800;90;139;49;1884,0;58;1884;7666;1754;5;2017;12;4;19;132;2017-04-15;2;407;actual
407;2017-05-13;54;7914;1800;90;0;0;;57;1583;7668;246;5;2017;13;5;19;133;2017-04-15;2;408;actual
408;2017-05-14;65;8592;1800;90;0;0;;69;1719;7669;923;5;2017;14;6;19;134;2017-04-15;2;409;actual
409;2017-05-15;77;8256;1800;90;0;0;;81;1652;7671;585;5;2017;15;0;20;135;2017-04-15;2;410;actual
410;2017-05-16;70;8178;1800;90;0;0;;74;1636;7672;506;5;2017;16;1;20;136;2017-04-15;2;411;actual
411;2017-05-17;70;6876;1800;90;0;0;;74;1376;7674;-798;5;2017;17;2;20;137;2017-04-15;2;412;actual
412;2017-05-18;62;7242;1800;90;0;0;;65;1449;7675;-433;5;2017;18;3;20;138;2017-04-15;2;413;actual
413;2017-05-19;55;7746;1800;90;0;0;;58;1550;7677;69;5;2017;19;4;20;139;2017-04-15;2;414;actual
414;2017-05-20;45;6534;1800;90;0;0;;48;1307;7678;-1144;5;2017;20;5;20;140;2017-04-15;2;415;actual
415;2017-05-21;48;6066;1800;90;0;0;;51;1214;7680;-1614;5;2017;21;6;20;141;2017-04-15;2;416;actual
416;2017-05-22;61;8766;1800;90;15;0;1754,0;64;1754;7681;1085;5;2017;22;0;21;142;2017-04-15;2;417;actual
417;2017-05-23;54;9606;1800;90;176;86;1922,0;57;1922;7682;1924;5;2017;23;1;21;143;2017-04-15;2;418;actual
418;2017-05-24;51;8142;1800;90;0;0;;54;1629;7684;458;5;2017;24;2;21;144;2017-04-15;2;419;actual
419;2017-05-25;52;6750;1800;90;0;0;;55;1350;7685;-935;5;2017;25;3;21;145;2017-04-15;2;420;actual
420;2017-05-26;58;7062;1800;90;0;0;;61;1413;7687;-625;5;2017;26;4;21;146;2017-04-15;2;421;actual
421;2017-05-27;51;7290;1800;90;0;0;;54;1458;7688;-398;5;2017;27;5;21;147;2017-04-15;2;422;actual
422;2017-05-28;58;8538;1800;90;0;0;;61;1708;7690;848;5;2017;28;6;21;148;2017-04-15;2;423;actual
423;2017-05-29;57;8112;1800;90;0;0;;60;1623;7691;421;5;2017;29;0;22;149;2017-04-15;2;424;actual
424;2017-05-30;55;7098;1800;90;0;0;;58;1420;7693;-595;5;2017;30;1;22;150;2017-04-15;2;425;actual
425;2017-05-31;52;9294;1800;90;111;21;1859,0;55;1859;7694;1600;5;2017;31;2;22;151;2017-04-15;2;426;actual
426;2017-06-01;54;10830;1800;90;420;330;2166,0;57;2166;7696;3134;6;2017;1;3;22;152;2017-05-15;2;427;actual
427;2017-06-02;57;9840;1800;90;225;135;1968,0;60;1968;7697;2143;6;2017;2;4;22;153;2017-05-15;2;428;actual
428;2017-06-03;56;7296;1800;90;0;0;;59;1460;7699;-403;6;2017;3;5;22;154;2017-05-15;2;429;actual
429;2017-06-04;48;8136;1800;90;0;0;;51;1628;7700;436;6;2017;4;6;22;155;2017-05-15;2;430;actual
430;2017-06-05;56;9876;1800;90;232;142;1976,0;59;1976;7702;2174;6;2017;5;0;23;156;2017-05-15;2;431;actual
431;2017-06-06;61;8268;1800;90;0;0;;64;1654;7703;565;6;2017;6;1;23;157;2017-05-15;2;432;actual
432;2017-06-07;58;9630;1800;90;184;94;1926,0;61;1926;7705;1925;6;2017;7;2;23;158;2017-05-15;2;433;actual
433;2017-06-08;54;9186;1800;90;92;2;1838,0;57;1838;7706;1480;6;2017;8;3;23;159;2017-05-15;2;434;actual
434;2017-06-09;56;6924;1800;90;0;0;;59;1385;7708;-784;6;2017;9;4;23;160;2017-05-15;2;435;actual
435;2017-06-10;54;9312;1800;90;117;27;1863,0;57;1863;7709;1603;6;2017;10;5;23;161;2017-05-15;2;436;actual
436;2017-06-11;54;7812;1800;90;0;0;;57;1563;7711;101;6;2017;11;6;23;162;2017-05-15;2;437;actual
437;2017-06-12;56;9174;1800;90;91;1;1835,0;59;1835;7712;1462;6;2017;12;0;24;163;2017-05-15;2;438;actual
438;2017-06-13;56;9852;1800;90;227;137;1971,0;59;1971;7714;2138;6;2017;13;1;24;164;2017-05-15;2;439;actual
439;2017-06-14;55;8376;1800;90;0;0;;58;1676;7715;661;6;2017;14;2;24;165;2017-05-15;2;440;actual
